Selected parameters:
 1 BZ, nT (GSM)
 2 Speed, km/s
 3 Flow pressure, nPa
 4 SYM/H, nT

YYYY DOY HR MN      1       2     3     4 
2017  60  0  0    3.77   422.5  5.86    -3
2017  60  0  1    3.85   422.2  5.69    -3
2017  60  0  2    4.18   422.1  5.66    -1
2017  60  0  3    1.32   393.2  4.71    -1
2017  60  0  4    1.56   394.0  4.73    -1
2017  60  0  5    1.91   399.3  4.98    -1
2017  60  0  6    0.34   411.0  5.15    -1
2017  60  0  7    3.16   396.3  5.24    -2
2017  60  0  8    2.98   395.6  5.24    -3
2017  60  0  9    2.80 99999.9 99.99    -3
2017  60  0 10    2.07 99999.9 99.99    -2
2017  60  0 11    1.78   398.4  4.78    -2
2017  60  0 12    0.58   398.4  4.78    -2
2017  60  0 13    0.68   394.8  4.97    -3
2017  60  0 14    0.58   398.4  4.82    -2
2017  60  0 15    0.02   399.4  4.78    -1
2017  60  0 16    0.41   398.2  5.20    -1
2017  60  0 17    0.72   398.2  5.20    -2
2017  60  0 18    1.24   398.2  5.20    -2
2017  60  0 19    0.99   395.7  5.23    -2
2017  60  0 20    0.30   395.7  5.21    -2
2017  60  0 21   -1.26   396.4  4.83    -2
2017  60  0 22   -1.75   396.3  4.79    -3
2017  60  0 23   -1.53 99999.9 99.99    -4
2017  60  0 24   -1.34 99999.9 99.99    -4
2017  60  0 25   -1.43 99999.9 99.99    -4
2017  60  0 26   -1.60   395.1  4.40    -3
2017  60  0 27   -1.13   395.1  4.40    -3
2017  60  0 28   -1.22   396.7  4.83    -3
2017  60  0 29   -1.40   396.7  4.83    -4
2017  60  0 30   -1.17   396.6  4.78    -4
2017  60  0 31   -1.42   396.3  4.65    -3
2017  60  0 32   -1.32   395.3  4.36    -3
2017  60  0 33   -1.36   395.1  4.29    -3
2017  60  0 34   -1.23   395.1  4.29    -4
2017  60  0 35   -0.57   396.0  4.36    -3
2017  60  0 36   -0.84   396.0  4.36    -3
2017  60  0 37   -1.10   394.5  4.35    -3
2017  60  0 38   -1.31   394.5  4.35    -3
2017  60  0 39   -1.35   395.4  4.33    -3
2017  60  0 40   -1.42   395.4  4.33    -3
2017  60  0 41   -1.28   395.6  4.35    -3
2017  60  0 42   -1.29   395.6  4.35    -3
2017  60  0 43   -1.52   393.6  4.43    -4
2017  60  0 44   -1.46   393.6  4.43    -3
2017  60  0 45   -1.46   395.7  4.42    -3
2017  60  0 46   -1.48   396.1  4.42    -3
2017  60  0 47   -1.56   396.4  4.48    -4
2017  60  0 48   -1.57   396.5  4.49    -4
2017  60  0 49   -1.68   396.0  4.55    -4
2017  60  0 50   -1.65   396.0  4.56    -4
2017  60  0 51   -1.60   395.9  4.69    -4
2017  60  0 52   -1.59   395.9  4.69    -4
2017  60  0 53   -1.75   396.7  4.62    -4
2017  60  0 54   -1.60   396.7  4.62    -4
2017  60  0 55   -1.47   396.3  4.59    -4
2017  60  0 56   -1.45   396.3  4.57    -4
2017  60  0 57   -1.45   396.1  4.45    -4
2017  60  0 58   -1.55   396.1  4.45    -4
2017  60  0 59   -1.70 99999.9 99.99    -5
2017  60  1  0   -1.57 99999.9 99.99    -5
2017  60  1  1   -1.69 99999.9 99.99    -5
2017  60  1  2   -1.78   393.8  4.61    -5
2017  60  1  3   -1.81   394.3  4.58    -5
2017  60  1  4   -2.07   395.3  4.53    -5
2017  60  1  5   -2.15   394.3  4.74    -5
2017  60  1  6    1.54   395.1  5.35    -5
2017  60  1  7    0.49   395.3  5.49    -5
2017  60  1  8   -0.64 99999.9 99.99    -5
2017  60  1  9   -1.69   391.9  5.05    -5
2017  60  1 10   -1.44   394.9  4.99    -6
2017  60  1 11    2.43   394.6  4.95    -6
2017  60  1 12    2.41   393.5  4.94    -6
2017  60  1 13    2.30   394.4  4.77    -7
2017  60  1 14    2.20   393.8  4.83    -7
2017  60  1 15    2.49   393.5  4.87    -7
2017  60  1 16    2.24   394.2  5.09    -7
2017  60  1 17    2.09   393.8  4.95    -7
2017  60  1 18    2.00   393.7  4.87    -8
2017  60  1 19    2.10   393.9  4.88    -8
2017  60  1 20    1.39   394.2  4.99    -8
2017  60  1 21    1.42   394.8  5.27    -8
2017  60  1 22    1.27   394.8  5.27    -8
2017  60  1 23    1.10 99999.9 99.99    -8
2017  60  1 24    1.07   393.9  4.99    -8
2017  60  1 25    0.84   393.9  4.99    -8
2017  60  1 26    0.76   393.9  4.99    -8
2017  60  1 27    0.94   394.4  5.03    -8
2017  60  1 28    0.87   394.4  5.01    -8
2017  60  1 29    0.77   394.8  4.88    -8
2017  60  1 30    0.42   394.2  5.01    -8
2017  60  1 31    0.36   394.1  5.04    -7
2017  60  1 32    0.44   394.1  4.86    -7
2017  60  1 33    0.34   394.1  4.86    -7
2017  60  1 34    0.12   394.1  4.86    -7
2017  60  1 35    0.04   392.8  4.98    -6
2017  60  1 36    0.12   392.8  4.98    -6
2017  60  1 37    0.22   392.8  4.98    -6
2017  60  1 38    0.17 99999.9 99.99    -6
2017  60  1 39   -0.16   391.3  4.98    -5
2017  60  1 40   -0.05   391.3  4.99    -5
2017  60  1 41    0.25   390.8  5.21    -5
2017  60  1 42    0.16   391.8  4.97    -4
2017  60  1 43    0.02   392.3  4.84    -4
2017  60  1 44    0.14   392.4  4.84    -4
2017  60  1 45    0.21   392.2  4.84    -4
2017  60  1 46    0.23 99999.9 99.99    -3
2017  60  1 47    0.21   391.4  4.61    -3
2017  60  1 48    0.26   391.4  4.61    -3
2017  60  1 49    0.31   391.1  4.71    -3
2017  60  1 50    0.01   391.0  4.72    -3
2017  60  1 51    0.10   391.0  4.72    -2
2017  60  1 52    0.12   390.6  5.16    -2
2017  60  1 53    0.32   391.2  4.93    -2
2017  60  1 54    0.14   391.0  4.86    -2
2017  60  1 55    0.31   390.7  4.81    -2
2017  60  1 56    0.32   389.9  4.62    -2
2017  60  1 57    0.40   389.9  4.62    -2
2017  60  1 58    0.16   389.4  4.96    -2
2017  60  1 59    0.23   389.4  4.96    -2
2017  60  2  0   -0.11   389.7  5.03    -2
2017  60  2  1    0.28   389.7  5.03    -2
2017  60  2  2    0.30 99999.9 99.99    -2
2017  60  2  3    0.55   389.1  5.13    -2
2017  60  2  4    0.66   389.8  5.08    -2
2017  60  2  5    0.52   390.0  5.07    -3
2017  60  2  6    0.46   389.7  5.15    -3
2017  60  2  7    0.95   389.7  5.15    -2
2017  60  2  8    0.60   389.9  4.98    -3
2017  60  2  9    0.22   389.9  4.98    -3
2017  60  2 10   -0.44 99999.9 99.99    -3
2017  60  2 11   -0.30 99999.9 99.99    -3
2017  60  2 12   -0.02 99999.9 99.99    -3
2017  60  2 13    0.28   387.7  4.96    -3
2017  60  2 14   -0.02   388.6  4.89    -3
2017  60  2 15   -1.86   389.4  4.87    -2
2017  60  2 16   -1.61   389.3  5.25    -3
2017  60  2 17   -1.58   389.3  5.25    -3
2017  60  2 18   -1.59   389.4  5.07    -3
2017  60  2 19   -1.58   389.4  5.07    -3
2017  60  2 20   -1.57   389.4  5.07    -4
2017  60  2 21   -1.64 99999.9 99.99    -4
2017  60  2 22   -1.65   386.4  5.27    -4
2017  60  2 23   -1.42   387.5  5.31    -3
2017  60  2 24   -1.60   387.9  5.32    -3
2017  60  2 25   -1.56   389.5  5.14    -3
2017  60  2 26   -1.69   389.6  5.14    -4
2017  60  2 27   -1.73   390.8  5.11    -3
2017  60  2 28   -1.75   390.8  5.11    -3
2017  60  2 29   -1.93   390.8  4.98    -3
2017  60  2 30   -2.05   390.6  5.25    -3
2017  60  2 31   -1.97   389.7  5.19    -3
2017  60  2 32   -1.34   389.2  5.07    -4
2017  60  2 33   -1.77 99999.9 99.99    -4
2017  60  2 34   -1.81   385.4  5.42    -4
2017  60  2 35   -1.46   385.4  5.42    -4
2017  60  2 36   -1.28   385.4  5.42    -4
2017  60  2 37   -1.48 99999.9 99.99    -4
2017  60  2 38   -1.58 99999.9 99.99    -4
2017  60  2 39   -1.42   386.5  5.35    -4
