Selected parameters:
 1 BZ, nT (GSM)
 2 Speed, km/s
 3 Flow pressure, nPa
 4 SYM/H, nT

YYYY DOY HR MN      1       2     3     4 
2016 245  0  0   -3.70   427.4  2.34   -13
2016 245  0  1   -3.97 99999.9 99.99   -13
2016 245  0  2   -3.53   416.2  2.46   -13
2016 245  0  3   -3.09   416.2  2.46   -13
2016 245  0  4   -3.87 99999.9 99.99   -12
2016 245  0  5   -3.62   415.3  2.38   -12
2016 245  0  6   -3.62   415.3  2.38   -12
2016 245  0  7   -2.24 99999.9 99.99   -12
2016 245  0  8   -2.77   414.1  2.45   -12
2016 245  0  9   -0.81   431.0  2.77   -12
2016 245  0 10   -1.36   433.8  2.80   -11
2016 245  0 11   -0.97   434.8  2.79   -11
2016 245  0 12   -2.43   426.5  2.60   -11
2016 245  0 13   -2.78   427.7  2.61   -11
2016 245  0 14   -2.23   426.0  2.92   -11
2016 245  0 15   -2.54   425.8  2.69   -10
2016 245  0 16   -3.56   422.7  2.39   -11
2016 245  0 17   -3.88   418.2  2.51   -10
2016 245  0 18   -4.02   418.2  2.51   -10
2016 245  0 19   -4.13   420.9  2.33   -10
2016 245  0 20   -4.64   421.6  2.35   -10
2016 245  0 21   -3.99   425.0  2.51   -11
2016 245  0 22   -4.12 99999.9 99.99   -11
2016 245  0 23   -4.21   418.5  2.41   -11
2016 245  0 24   -3.90   417.7  2.33   -11
2016 245  0 25   -3.26   416.8  2.24   -11
2016 245  0 26   -3.31   416.4  2.26   -11
2016 245  0 27   -3.16   416.4  2.26   -11
2016 245  0 28   -3.08   415.2  2.31   -11
2016 245  0 29   -3.27   430.8  2.68   -11
2016 245  0 30   -2.87   428.0  2.59   -11
2016 245  0 31   -2.93   401.2  2.44   -11
2016 245  0 32   -2.71   428.3  2.58   -11
2016 245  0 33   -1.79   407.6  2.26   -11
2016 245  0 34   -3.10   406.4  2.17   -11
2016 245  0 35   -2.66   412.1  2.19   -11
2016 245  0 36   -2.65   409.3  2.20   -11
2016 245  0 37   -3.01   421.2  2.40   -11
2016 245  0 38   -2.77   417.9  2.66   -11
2016 245  0 39   -2.72   410.7  2.56   -11
2016 245  0 40   -3.23   410.4  2.33   -11
2016 245  0 41   -3.69   414.9  2.56   -12
2016 245  0 42   -4.53   414.9  2.56   -11
2016 245  0 43   -3.09   420.8  2.27   -11
2016 245  0 44   -3.79   420.8  2.27   -11
2016 245  0 45   -3.48 99999.9 99.99   -12
2016 245  0 46   -3.36   422.1  2.50   -12
2016 245  0 47   -3.80   419.0  2.38   -12
2016 245  0 48   -3.53   421.6  2.22   -11
