Selected parameters:
 1 BZ, nT (GSM)
 2 Speed, km/s
 3 Flow pressure, nPa
 4 SYM/H, nT

YYYY DOY HR MN      1       2     3     4 
2016 272  0  0   -0.79   703.8  4.35   -27
2016 272  0  1    2.63   704.8  4.36   -26
2016 272  0  2    2.75   707.8  4.83   -26
2016 272  0  3    4.14   712.0  5.56   -27
2016 272  0  4    3.89   711.8  5.55   -27
2016 272  0  5    3.64 99999.9 99.99   -27
2016 272  0  6    3.15 99999.9 99.99   -27
2016 272  0  7    3.81 99999.9 99.99   -28
2016 272  0  8    3.16   706.3  4.74   -29
2016 272  0  9    2.29   706.8  4.85   -30
2016 272  0 10    1.10   710.3  5.60   -31
2016 272  0 11    1.35   714.5  5.02   -32
2016 272  0 12    2.23   714.6  5.00   -33
2016 272  0 13    2.82   707.4  4.83   -33
2016 272  0 14    2.84   708.1  4.95   -33
2016 272  0 15    2.79   712.3  5.73   -33
2016 272  0 16    2.82   702.9  5.57   -32
2016 272  0 17    2.97   702.5  5.57   -31
2016 272  0 18    2.95 99999.9 99.99   -30
2016 272  0 19    2.63 99999.9 99.99   -28
2016 272  0 20    3.60   703.4  5.19   -27
2016 272  0 21    2.54   703.4  5.19   -26
2016 272  0 22    3.00   703.3  5.89   -27
2016 272  0 23    2.81   703.3  5.78   -27
2016 272  0 24    3.07   703.6  5.15   -27
2016 272  0 25    3.13   704.2  4.81   -27
2016 272  0 26    3.19   704.3  4.76   -27
2016 272  0 27    3.00   703.6  4.93   -28
2016 272  0 28    2.70   703.4  5.06   -28
2016 272  0 29    0.86   707.3  5.60   -27
2016 272  0 30    0.43   713.9  6.06   -27
2016 272  0 31    0.90   706.0  6.82   -28
2016 272  0 32    1.86   706.0  6.82   -28
2016 272  0 33    0.76   710.1  6.62   -28
2016 272  0 34    0.43   714.7  6.01   -28
2016 272  0 35   -0.53   716.3  5.81   -28
2016 272  0 36   -2.34 99999.9 99.99   -30
2016 272  0 37   -2.45 99999.9 99.99   -31
2016 272  0 38   -2.63   722.4  3.72   -31
2016 272  0 39   -2.68   722.4  3.72   -31
2016 272  0 40   -2.58   723.1  3.83   -31
2016 272  0 41   -2.59   723.7  3.93   -31
2016 272  0 42   -1.75   723.7  3.93   -31
2016 272  0 43   -2.13 99999.9 99.99   -32
2016 272  0 44   -2.92   719.4  4.20   -32
2016 272  0 45   -2.72   720.4  4.22   -31
2016 272  0 46   -2.58   723.1  4.29   -31
2016 272  0 47   -2.91   721.2  4.32   -31
2016 272  0 48   -2.61   721.1  4.32   -31
2016 272  0 49   -1.30   711.8  4.69   -31
2016 272  0 50   -0.64   711.8  4.69   -31
2016 272  0 51   -1.36   707.3  4.28   -31
2016 272  0 52   -0.82   707.3  4.28   -32
2016 272  0 53    0.48   706.2  4.38   -32
2016 272  0 54    0.90   706.2  4.38   -33
2016 272  0 55    0.58   705.4  4.85   -34
2016 272  0 56    0.54   705.4  4.85   -34
2016 272  0 57   -0.12   709.0  4.57   -34
2016 272  0 58   -0.73   709.0  4.57   -34
2016 272  0 59   -1.07   707.2  4.47   -34
